country,marketplace,seller,seller name,fk_brand_used_id,day,sum_quantity,sum_s_seller_selling,sum_s_net,month
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-02-18,2,35.13 ,33.73 ,2025_02
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-02-23,1,9.21 ,7.62 ,2025_02
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-02-25,5,87.51 ,61.26 ,2025_02
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-02-26,1,9.21 ,6.84 ,2025_02
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-02-27,1,9.21 ,8.73 ,2025_02
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-02,1,17.50 ,17.50 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-05,1,17.63 ,15.51 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-06,1,17.27 ,14.58 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-07,1,9.21 ,8.47 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-09,3,27.63 ,27.63 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-11,1,9.21 ,9.21 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-12,1,9.21 ,8.47 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-13,2,26.89 ,25.46 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-14,7,72.22 ,64.66 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-16,2,33.16 ,32.64 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-18,2,33.29 ,29.74 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-19,1,8.45 ,8.45 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-20,3,52.27 ,48.14 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-21,1,17.50 ,16.08 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-22,1,17.50 ,16.10 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-25,2,18.62 ,17.13 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-26,6,75.62 ,72.22 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-27,1,18.18 ,18.18 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-03-31,1,9.69 ,9.69 ,2025_03
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-04,1,18.18 ,18.18 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-05,3,29.08 ,27.62 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-07,2,25.15 ,22.79 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-08,4,65.61 ,58.86 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-09,6,60.31 ,55.02 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-11,1,16.58 ,13.03 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-13,2,19.38 ,17.69 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-16,1,9.69 ,9.69 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-17,2,33.29 ,29.32 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-19,1,16.36 ,15.89 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-20,9,154.87 ,145.63 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-21,8,96.42 ,91.47 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-22,10,125.53 ,112.91 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-23,4,31.32 ,28.00 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-24,9,122.20 ,111.82 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-25,5,64.62 ,60.15 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-26,8,124.87 ,114.26 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-27,4,62.01 ,57.51 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-28,2,32.43 ,31.24 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-29,4,64.48 ,58.46 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-04-30,3,33.86 ,25.55 ,2025_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-01,1,9.69 ,9.69 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-03,4,66.32 ,58.91 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-05,1,16.21 ,14.41 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-06,7,81.40 ,78.04 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-08,4,64.64 ,61.47 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-09,3,42.63 ,40.49 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-10,1,16.58 ,16.20 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-12,2,18.14 ,17.23 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-13,6,58.15 ,53.50 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-14,7,114.59 ,106.32 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-15,1,16.00 ,14.18 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-16,2,19.38 ,19.33 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-17,4,71.49 ,66.56 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-19,1,9.69 ,8.82 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-20,3,48.57 ,47.38 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-21,6,98.38 ,87.91 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-22,6,98.53 ,92.83 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-23,4,66.33 ,59.72 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-24,6,82.95 ,79.93 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-25,12,184.73 ,161.54 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-26,4,62.43 ,55.63 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-27,5,72.13 ,66.80 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-28,8,118.77 ,110.99 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-29,10,154.32 ,142.79 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-30,9,126.42 ,117.31 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-05-31,7,104.85 ,97.41 ,2025_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-01,2,26.27 ,24.83 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-02,8,130.44 ,119.72 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-03,10,154.29 ,137.15 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-04,8,121.84 ,112.19 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-05,2,32.21 ,25.89 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-06,1,15.45 ,13.08 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-07,3,42.31 ,37.91 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-08,1,9.69 ,9.69 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-09,3,47.99 ,42.25 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-10,1,16.36 ,15.17 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-11,10,162.57 ,145.11 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-12,13,212.52 ,185.95 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-13,3,49.37 ,45.03 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-14,6,98.17 ,88.95 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-15,2,32.43 ,29.89 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-16,3,39.82 ,39.82 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-17,5,82.17 ,75.50 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-18,1,20.09 ,20.09 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-19,6,95.77 ,83.38 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-20,4,54.01 ,50.24 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-21,5,80.56 ,70.49 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-22,2,33.16 ,29.84 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-23,4,53.56 ,49.46 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-24,2,28.99 ,27.15 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-25,5,80.64 ,66.78 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-26,11,170.80 ,146.37 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-27,20,312.89 ,279.73 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-28,8,119.01 ,103.11 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-29,5,69.34 ,65.16 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-06-30,19,298.12 ,263.27 ,2025_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-01,20,245.70 ,215.59 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-02,3,38.09 ,38.09 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-04,9,139.68 ,129.30 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-05,6,115.09 ,115.09 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-06,12,195.07 ,164.28 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-07,10,173.56 ,156.36 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-08,8,106.68 ,94.28 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-09,10,161.07 ,146.72 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-10,11,102.86 ,94.26 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-11,2,21.14 ,21.14 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-12,8,106.22 ,96.51 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-14,2,33.16 ,28.15 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-15,10,130.75 ,130.00 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-16,6,70.95 ,66.75 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-17,5,80.05 ,72.46 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-18,2,21.14 ,21.14 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-19,3,50.85 ,40.70 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-20,5,65.11 ,60.62 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-21,7,117.18 ,103.62 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-22,8,115.12 ,104.00 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-23,1,0.00 ,0.00 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-24,8,121.91 ,105.59 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-25,9,134.43 ,121.34 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-26,4,67.24 ,67.24 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-27,4,47.62 ,44.92 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-28,3,43.03 ,40.52 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-07-30,6,100.41 ,88.35 ,2025_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-08-01,6,91.06 ,84.41 ,2025_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-08-02,6,72.76 ,58.31 ,2025_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-08-03,1,9.69 ,6.36 ,2025_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-08-05,3,35.65 ,27.24 ,2025_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-08-06,3,26.05 ,24.23 ,2025_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-08-07,4,51.19 ,46.62 ,2025_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-08-08,10,140.40 ,122.42 ,2025_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-08-10,1,10.57 ,10.57 ,2025_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-08-11,5,63.91 ,62.19 ,2025_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-08-12,2,10.07 ,10.07 ,2025_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-08-13,4,54.22 ,48.96 ,2025_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-08-14,2,21.14 ,21.14 ,2025_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,apple,2025-08-15,6,93.20 ,90.32 ,2025_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-04-17,1,28.20 ,25.83 ,2024_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-04-22,2,56.40 ,51.66 ,2024_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-04-24,2,56.40 ,52.84 ,2024_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-04-27,1,28.20 ,22.56 ,2024_04
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-05-10,3,84.60 ,84.60 ,2024_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-05-25,1,28.20 ,28.20 ,2024_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-05-27,3,73.58 ,64.69 ,2024_05
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-06-11,2,49.76 ,43.13 ,2024_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-06-15,1,27.35 ,27.35 ,2024_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-06-20,3,70.89 ,58.32 ,2024_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-06-21,3,71.48 ,60.51 ,2024_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-06-25,6,142.96 ,125.19 ,2024_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-06-27,13,325.24 ,278.67 ,2024_06
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-07-07,2,104.50 ,92.65 ,2024_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-07-08,2,72.99 ,61.14 ,2024_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-07-09,11,420.14 ,347.87 ,2024_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-07-10,2,49.76 ,42.65 ,2024_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-07-12,1,51.42 ,46.45 ,2024_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-07-16,5,127.49 ,112.80 ,2024_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-07-17,8,201.90 ,173.93 ,2024_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-07-18,6,179.38 ,160.19 ,2024_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-07-24,3,77.13 ,68.96 ,2024_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-07-25,9,257.82 ,225.80 ,2024_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-07-26,4,102.37 ,91.00 ,2024_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-07-27,11,280.57 ,248.34 ,2024_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-07-29,2,100.47 ,88.15 ,2024_07
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-08-01,3,141.23 ,117.54 ,2024_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-08-04,1,56.40 ,44.55 ,2024_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-08-05,1,28.44 ,25.02 ,2024_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-08-06,9,274.88 ,237.91 ,2024_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-08-07,15,477.25 ,416.11 ,2024_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-08-08,20,648.34 ,560.19 ,2024_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-08-12,2,52.13 ,47.39 ,2024_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-08-15,1,26.07 ,23.70 ,2024_08
MY,TTK,MY.TTK.7495640497701751442,Pediasure.Ensure.Similac,ensure,2024-08-19,1,50.24 ,46.45 ,2024_08
